region,time,spei_true,spei_pred_persistence
SEA,2002-12-01,-0.23941679298877716,-0.32770639657974243
SEA,2003-01-01,0.32654479146003723,-0.23941679298877716
SEA,2003-02-01,0.35709527134895325,0.32654479146003723
SEA,2003-03-01,0.33345910906791687,0.35709527134895325
SEA,2003-04-01,0.04829549416899681,0.33345910906791687
SEA,2003-05-01,-0.16696049273014069,0.04829549416899681
SEA,2003-06-01,-0.3830014765262604,-0.16696049273014069
SEA,2003-07-01,-0.3884597718715668,-0.3830014765262604
SEA,2003-08-01,-0.17436732351779938,-0.3884597718715668
SEA,2003-09-01,-0.005020226817578077,-0.17436732351779938
SEA,2003-10-01,0.0909382700920105,-0.005020226817578077
SEA,2003-11-01,-0.14206638932228088,0.0909382700920105
SEA,2003-12-01,-0.2220490574836731,-0.14206638932228088
SEA,2004-01-01,-0.2997373640537262,-0.2220490574836731
SEA,2004-02-01,0.10517992079257965,-0.2997373640537262
SEA,2004-03-01,-0.07422631978988647,0.10517992079257965
SEA,2004-04-01,-0.12261997163295746,-0.07422631978988647
SEA,2004-05-01,0.07483374327421188,-0.12261997163295746
SEA,2004-06-01,-0.12374287843704224,0.07483374327421188
SEA,2004-07-01,0.20373526215553284,-0.12374287843704224
SEA,2004-08-01,-0.40556302666664124,0.20373526215553284
SEA,2004-09-01,-0.42369261384010315,-0.40556302666664124
SEA,2004-10-01,-0.941596508026123,-0.42369261384010315
SEA,2004-11-01,-0.7493962049484253,-0.941596508026123
SEA,2004-12-01,-0.8409268856048584,-0.7493962049484253
SEA,2005-01-01,-0.7149494290351868,-0.8409268856048584
SEA,2005-02-01,-0.8663883209228516,-0.7149494290351868
SEA,2005-03-01,-0.48804742097854614,-0.8663883209228516
SEA,2005-04-01,-0.4857223331928253,-0.48804742097854614
SEA,2005-05-01,-0.36633169651031494,-0.4857223331928253
SEA,2005-06-01,-0.3526710867881775,-0.36633169651031494
SEA,2005-07-01,-0.18632760643959045,-0.3526710867881775
SEA,2005-08-01,-0.07013696432113647,-0.18632760643959045
SEA,2005-09-01,-0.07264076173305511,-0.07013696432113647
SEA,2005-10-01,0.027750913053750992,-0.07264076173305511
SEA,2005-11-01,0.1724725365638733,0.027750913053750992
SEA,2005-12-01,0.34806305170059204,0.1724725365638733
SEA,2006-01-01,0.3998323082923889,0.34806305170059204
SEA,2006-02-01,0.5043383836746216,0.3998323082923889
SEA,2006-03-01,0.3067437410354614,0.5043383836746216
SEA,2006-04-01,0.6159286499023438,0.3067437410354614
SEA,2006-05-01,0.510749340057373,0.6159286499023438
SEA,2006-06-01,0.39703133702278137,0.510749340057373
SEA,2006-07-01,0.21352598071098328,0.39703133702278137
SEA,2006-08-01,-0.026531603187322617,0.21352598071098328
SEA,2006-09-01,-0.23277908563613892,-0.026531603187322617
SEA,2006-10-01,-0.3734838366508484,-0.23277908563613892
SEA,2006-11-01,-0.6466501951217651,-0.3734838366508484
SEA,2006-12-01,-0.5084327459335327,-0.6466501951217651
SEA,2007-01-01,-0.42619895935058594,-0.5084327459335327
SEA,2007-02-01,-0.1386031210422516,-0.42619895935058594
SEA,2007-03-01,-0.08767105638980865,-0.1386031210422516
